County or equivalent,State or equivalent,Population (2019 estimate),Core Based Statistical Area
Perry,Ohio,"36,134","Columbus, OH Metropolitan Statistical Area"
Pickaway,Ohio,"58,457","Columbus, OH Metropolitan Statistical Area"
Pike,Ohio,"27,772",
Portage,Ohio,"162,466","Akron, OH Metropolitan Statistical Area"
Preble,Ohio,"40,882",
Putnam,Ohio,"33,861",
Richland,Ohio,"121,154","Mansfield, OH Metropolitan Statistical Area"
Ross,Ohio,"76,666","Chillicothe, OH Micropolitan Statistical Area"
Sandusky,Ohio,"58,518","Fremont, OH Micropolitan Statistical Area"
Scioto,Ohio,"75,314","Portsmouth, OH Micropolitan Statistical Area"
Seneca,Ohio,"55,178","Tiffin, OH Micropolitan Statistical Area"
Shelby,Ohio,"48,590","Sidney, OH Micropolitan Statistical Area"
Stark,Ohio,"370,606","Canton-Massillon, OH Metropolitan Statistical Area"
Summit,Ohio,"541,013","Akron, OH Metropolitan Statistical Area"
Trumbull,Ohio,"197,974","Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area"
Tuscarawas,Ohio,"91,987","New Philadelphia-Dover, OH Micropolitan Statistical Area"
Union,Ohio,"58,988","Columbus, OH Metropolitan Statistical Area"
Van Wert,Ohio,"28,275","Van Wert, OH Micropolitan Statistical Area"
Vinton,Ohio,"13,085",
Warren,Ohio,"234,602","Cincinnati, OH-KY-IN Metropolitan Statistical Area"
Washington,Ohio,"59,911","Marietta, OH Micropolitan Statistical Area"
Wayne,Ohio,"115,710","Wooster, OH Micropolitan Statistical Area"
Williams,Ohio,"36,692",
Wood,Ohio,"130,817","Toledo, OH Metropolitan Statistical Area"
Wyandot,Ohio,"21,772",
Adair,Oklahoma,"22,194",
Alfalfa,Oklahoma,"5,847",
Atoka,Oklahoma,"13,898",
Beaver,Oklahoma,"5,566",
Beckham,Oklahoma,"23,637","Elk City, OK Micropolitan Statistical Area"
Blaine,Oklahoma,"9,720",
Bryan,Oklahoma,"47,995","Durant, OK Micropolitan Statistical Area"
Caddo,Oklahoma,"29,594",
Canadian,Oklahoma,"148,306","Oklahoma City, OK Metropolitan Statistical Area"
Carter,Oklahoma,"48,111","Ardmore, OK Micropolitan Statistical Area"
Cherokee,Oklahoma,"48,657","Tahlequah, OK Micropolitan Statistical Area"
Choctaw,Oklahoma,"15,045",
Cimarron,Oklahoma,"2,335",
Cleveland,Oklahoma,"284,014","Oklahoma City, OK Metropolitan Statistical Area"
Coal,Oklahoma,"5,867",
Comanche,Oklahoma,"120,749","Lawton, OK Metropolitan Statistical Area"
Cotton,Oklahoma,"6,152","Lawton, OK Metropolitan Statistical Area"
Craig,Oklahoma,"14,672",
Creek,Oklahoma,"71,522","Tulsa, OK Metropolitan Statistical Area"
Custer,Oklahoma,"29,377","Weatherford, OK Micropolitan Statistical Area"
Delaware,Oklahoma,"43,009",
Dewey,Oklahoma,"4,844",
Ellis,Oklahoma,"4,170",
Garfield,Oklahoma,"61,056","Enid, OK Micropolitan Statistical Area"
Garvin,Oklahoma,"27,334",
Grady,Oklahoma,"55,834","Oklahoma City, OK Metropolitan Statistical Area"
Grant,Oklahoma,"4,528",
Greer,Oklahoma,"6,171",
Harmon,Oklahoma,"2,869",
Harper,Oklahoma,"3,813",
Haskell,Oklahoma,"13,052",
Hughes,Oklahoma,"13,823",
Jackson,Oklahoma,"26,088","Altus, OK Micropolitan Statistical Area"
Jefferson,Oklahoma,"6,432",
Johnston,Oklahoma,"10,990",
Kay,Oklahoma,"43,538","Ponca City, OK Micropolitan Statistical Area"
Kingfisher,Oklahoma,"15,276",
Kiowa,Oklahoma,"9,341",
Latimer,Oklahoma,"10,775",
Le Flore,Oklahoma,"49,853","Fort Smith, AR-OK Metropolitan Statistical Area"
Lincoln,Oklahoma,"34,351","Oklahoma City, OK Metropolitan Statistical Area"
Logan,Oklahoma,"48,011","Oklahoma City, OK Metropolitan Statistical Area"
Love,Oklahoma,"9,742",
McClain,Oklahoma,"36,511","Oklahoma City, OK Metropolitan Statistical Area"
McCurtain,Oklahoma,"33,065",
McIntosh,Oklahoma,"20,493",
Major,Oklahoma,"7,683",
Marshall,Oklahoma,"15,988",
Mayes,Oklahoma,"41,100",
Murray,Oklahoma,"13,712",
Muskogee,Oklahoma,"67,997","Muskogee, OK Micropolitan Statistical Area"
Noble,Oklahoma,"11,446",
Nowata,Oklahoma,"10,555",
Okfuskee,Oklahoma,"12,377",
Oklahoma,Oklahoma,"797,434","Oklahoma City, OK Metropolitan Statistical Area"
Okmulgee,Oklahoma,"38,465","Tulsa, OK Metropolitan Statistical Area"
Osage,Oklahoma,"46,963","Tulsa, OK Metropolitan Statistical Area"
Ottawa,Oklahoma,"32,245","Miami, OK Micropolitan Statistical Area"
Pawnee,Oklahoma,"16,513","Tulsa, OK Metropolitan Statistical Area"
Payne,Oklahoma,"81,784","Stillwater, OK Micropolitan Statistical Area"
Pittsburg,Oklahoma,"43,654","McAlester, OK Micropolitan Statistical Area"
Pontotoc,Oklahoma,"38,284","Ada, OK Micropolitan Statistical Area"
Pottawatomie,Oklahoma,"72,592","Shawnee, OK Micropolitan Statistical Area"
Pushmataha,Oklahoma,"11,233",
Roger Mills,Oklahoma,"3,743",
Rogers,Oklahoma,"92,459","Tulsa, OK Metropolitan Statistical Area"
Seminole,Oklahoma,"25,426",
Sequoyah,Oklahoma,"41,569","Fort Smith, AR-OK Metropolitan Statistical Area"
Stephens,Oklahoma,"43,143","Duncan, OK Micropolitan Statistical Area"
Texas,Oklahoma,"22,081","Guymon, OK Micropolitan Statistical Area"
Tillman,Oklahoma,"7,711",
Tulsa,Oklahoma,"651,552","Tulsa, OK Metropolitan Statistical Area"
Wagoner,Oklahoma,"81,289","Tulsa, OK Metropolitan Statistical Area"
Washington,Oklahoma,"51,527","Bartlesville, OK Micropolitan Statistical Area"
Washita,Oklahoma,"11,678",
Woods,Oklahoma,"9,041",
Woodward,Oklahoma,"21,221","Woodward, OK Micropolitan Statistical Area"
Baker,Oregon,"16,018",
Benton,Oregon,"93,053","Corvallis, OR Metropolitan Statistical Area"
Clackamas,Oregon,"418,187","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area"
Clatsop,Oregon,"37,244","Astoria, OR Micropolitan Statistical Area"
Columbia,Oregon,"52,354","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area"
Coos,Oregon,"64,487","Coos Bay, OR Micropolitan Statistical Area"
Crook,Oregon,"20,815","Prineville, OR Micropolitan Statistical Area"
Curry,Oregon,"22,339","Brookings, OR Micropolitan Statistical Area"
Deschutes,Oregon,"197,692","Bend, OR Metropolitan Statistical Area"
Douglas,Oregon,"110,980","Roseburg, OR Micropolitan Statistical Area"
Gilliam,Oregon,"1,947",
Grant,Oregon,"7,283",
Harney,Oregon,"7,146",
Hood River,Oregon,"22,675","Hood River, OR Micropolitan Statistical Area"
Jackson,Oregon,"220,944","Medford, OR Metropolitan Statistical Area"
Jefferson,Oregon,"21,145",
Josephine,Oregon,"87,487","Grants Pass, OR Metropolitan Statistical Area"
Klamath,Oregon,"68,238","Klamath Falls, OR Micropolitan Statistical Area"
Lake,Oregon,"7,820",
Lane,Oregon,"382,067","Eugene, OR Metropolitan Statistical Area"
Lincoln,Oregon,"49,962","Newport, OR Micropolitan Statistical Area"
Linn,Oregon,"129,749","Albany, OR Metropolitan Statistical Area"
Malheur,Oregon,"30,479","Ontario, OR-ID Micropolitan Statistical Area"
Marion,Oregon,"347,818","Salem, OR Metropolitan Statistical Area"
Morrow,Oregon,"11,336","Hermiston-Pendleton, OR Micropolitan Statistical Area"
Multnomah,Oregon,"812,855","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area"
Polk,Oregon,"86,085","Salem, OR Metropolitan Statistical Area"
Sherman,Oregon,"1,731",
Tillamook,Oregon,"25,317",
Umatilla,Oregon,"77,950","Hermiston-Pendleton, OR Micropolitan Statistical Area"
Union,Oregon,"25,652","La Grande, OR Micropolitan Statistical Area"
Wallowa,Oregon,"6,814",
Wasco,Oregon,"25,477","The Dalles, OR Micropolitan Statistical Area"
Washington,Oregon,"601,592","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area"
Wheeler,Oregon,"1,381",
Yamhill,Oregon,"107,100","Portland-Vancouver-Hillsboro, OR-WA Metropolitan Statistical Area"
Adams,Pennsylvania,"103,009","Gettysburg, PA Metropolitan Statistical Area"
Allegheny,Pennsylvania,"1,216,045","Pittsburgh, PA Metropolitan Statistical Area"
Armstrong,Pennsylvania,"64,735","Pittsburgh, PA Metropolitan Statistical Area"
Beaver,Pennsylvania,"163,929","Pittsburgh, PA Metropolitan Statistical Area"
Bedford,Pennsylvania,"47,888",
Berks,Pennsylvania,"421,164","Reading, PA Metropolitan Statistical Area"
Blair,Pennsylvania,"121,829","Altoona, PA Metropolitan Statistical Area"
Bradford,Pennsylvania,"60,323","Sayre, PA Micropolitan Statistical Area"
Bucks,Pennsylvania,"628,270","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Butler,Pennsylvania,"187,853","Pittsburgh, PA Metropolitan Statistical Area"
Cambria,Pennsylvania,"130,192","Johnstown, PA Metropolitan Statistical Area"
Cameron,Pennsylvania,"4,886",
Carbon,Pennsylvania,"64,182","Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area"
Centre,Pennsylvania,"162,385","State College, PA Metropolitan Statistical Area"
Chester,Pennsylvania,"524,989","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Clarion,Pennsylvania,"38,438",
Clearfield,Pennsylvania,"79,255","DuBois, PA Micropolitan Statistical Area"
Clinton,Pennsylvania,"38,632","Lock Haven, PA Micropolitan Statistical Area"
Columbia,Pennsylvania,"64,964","Bloomsburg-Berwick, PA Metropolitan Statistical Area"
Crawford,Pennsylvania,"84,629","Meadville, PA Micropolitan Statistical Area"
Cumberland,Pennsylvania,"253,370","Harrisburg-Carlisle, PA Metropolitan Statistical Area"
Dauphin,Pennsylvania,"278,299","Harrisburg-Carlisle, PA Metropolitan Statistical Area"
Delaware,Pennsylvania,"566,747","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Elk,Pennsylvania,"31,479",
Erie,Pennsylvania,"269,728","Erie, PA Metropolitan Statistical Area"
Fayette,Pennsylvania,"129,274","Pittsburgh, PA Metropolitan Statistical Area"
Forest,Pennsylvania,"7,631",
Franklin,Pennsylvania,"155,027","Chambersburg-Waynesboro, PA Metropolitan Statistical Area"
Fulton,Pennsylvania,"14,670",
Greene,Pennsylvania,"36,233",
Huntingdon,Pennsylvania,"45,144","Huntingdon, PA Micropolitan Statistical Area"
Indiana,Pennsylvania,"84,073","Indiana, PA Micropolitan Statistical Area"
Jefferson,Pennsylvania,"43,425",
Juniata,Pennsylvania,"24,768",
Lackawanna,Pennsylvania,"209,674","Scranton–Wilkes-Barre–Hazleton, PA Metropolitan Statistical Area"
Lancaster,Pennsylvania,"545,724","Lancaster, PA Metropolitan Statistical Area"
Lawrence,Pennsylvania,"85,512","New Castle, PA Micropolitan Statistical Area"
Lebanon,Pennsylvania,"141,793","Lebanon, PA Metropolitan Statistical Area"
Lehigh,Pennsylvania,"369,318","Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area"
Luzerne,Pennsylvania,"317,417","Scranton–Wilkes-Barre–Hazleton, PA Metropolitan Statistical Area"
Lycoming,Pennsylvania,"113,299","Williamsport, PA Metropolitan Statistical Area"
McKean,Pennsylvania,"40,625","Bradford, PA Micropolitan Statistical Area"
Mercer,Pennsylvania,"109,424","Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area"
Mifflin,Pennsylvania,"46,138","Lewistown, PA Micropolitan Statistical Area"
Monroe,Pennsylvania,"170,271","East Stroudsburg, PA Metropolitan Statistical Area"
Montgomery,Pennsylvania,"830,915","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Montour,Pennsylvania,"18,541","Bloomsburg-Berwick, PA Metropolitan Statistical Area"
Northampton,Pennsylvania,"305,285","Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area"
Northumberland,Pennsylvania,"90,843","Sunbury, PA Micropolitan Statistical Area"
Perry,Pennsylvania,"46,272","Harrisburg-Carlisle, PA Metropolitan Statistical Area"
Philadelphia[w],Pennsylvania,"1,584,064","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area"
Pike,Pennsylvania,"55,809","New York-Newark-Jersey City, NY-NJ-PA Metropolitan Statistical Area"
Potter,Pennsylvania,"17,497",
Schuylkill,Pennsylvania,"141,359","Pottsville, PA Micropolitan Statistical Area"
Snyder,Pennsylvania,"40,372","Selinsgrove, PA Micropolitan Statistical Area"
Somerset,Pennsylvania,"73,447","Somerset, PA Micropolitan Statistical Area"
Sullivan,Pennsylvania,"6,351",
Susquehanna,Pennsylvania,"40,328",
Tioga,Pennsylvania,"40,591",
Union,Pennsylvania,"44,923","Lewisburg, PA Micropolitan Statistical Area"
Venango,Pennsylvania,"50,668","Oil City, PA Micropolitan Statistical Area"
Warren,Pennsylvania,"39,191","Warren, PA Micropolitan Statistical Area"
Washington,Pennsylvania,"206,865","Pittsburgh, PA Metropolitan Statistical Area"
Wayne,Pennsylvania,"51,361",
Westmoreland,Pennsylvania,"348,899","Pittsburgh, PA Metropolitan Statistical Area"
Wyoming,Pennsylvania,"28,003","Scranton–Wilkes-Barre–Hazleton, PA Metropolitan Statistical Area"
York,Pennsylvania,"449,058","York-Hanover, PA Metropolitan Statistical Area"
Adjuntas Municipality,Puerto Rico,"19,483",
Aguada Municipality,Puerto Rico,"41,959",Aguadilla–Isabela–San Sebastián metropolitan area
Aguadilla Municipality,Puerto Rico,"54,582",Aguadilla–Isabela–San Sebastián metropolitan area
Aguas Buenas Municipality,Puerto Rico,"28,659",San Juan–Caguas–Guaynabo metropolitan area
Aibonito Municipality,Puerto Rico,"25,900",San Juan–Caguas–Guaynabo metropolitan area
Añasco Municipality,Puerto Rico,"29,261",Aguadilla–Isabela–San Sebastián metropolitan area
Arecibo Municipality,Puerto Rico,"96,440",San Juan–Caguas–Guaynabo metropolitan area
Arroyo Municipality,Puerto Rico,"19,575",Guayama metropolitan area
Barceloneta Municipality,Puerto Rico,"24,816",San Juan–Caguas–Guaynabo metropolitan area
Barranquitas Municipality,Puerto Rico,"30,318",San Juan–Caguas–Guaynabo metropolitan area
Bayamón Municipality,Puerto Rico,"208,116",San Juan–Caguas–Guaynabo metropolitan area
Cabo Rojo Municipality,Puerto Rico,"50,917",San Germán–Cabo Rojo metropolitan area
Caguas Municipality,Puerto Rico,"142,893",San Juan–Caguas–Guaynabo metropolitan area
Camuy Municipality,Puerto Rico,"35,159",San Juan–Caguas–Guaynabo metropolitan area
Canóvanas Municipality,Puerto Rico,"47,648",San Juan–Caguas–Guaynabo metropolitan area
Carolina Municipality,Puerto Rico,"176,762",San Juan–Caguas–Guaynabo metropolitan area
Cataño Municipality,Puerto Rico,"28,140",San Juan–Caguas–Guaynabo metropolitan area
Cayey Municipality,Puerto Rico,"48,119",San Juan–Caguas–Guaynabo metropolitan area
Ceiba Municipality,Puerto Rico,"13,631",Fajardo metropolitan area
Ciales Municipality,Puerto Rico,"18,782",San Juan–Caguas–Guaynabo metropolitan area
Cidra Municipality,Puerto Rico,"43,480",San Juan–Caguas–Guaynabo metropolitan area
Coamo Municipality,Puerto Rico,"40,512",
Comerío Municipality,Puerto Rico,"20,778",San Juan–Caguas–Guaynabo metropolitan area
Corozal Municipality,Puerto Rico,"37,142",San Juan–Caguas–Guaynabo metropolitan area
Culebra Municipality,Puerto Rico,"1,818",
Dorado Municipality,Puerto Rico,"38,165",San Juan–Caguas–Guaynabo metropolitan area
Fajardo Municipality,Puerto Rico,"36,993",Fajardo metropolitan area
Florida Municipality,Puerto Rico,"12,680",San Juan–Caguas–Guaynabo metropolitan area
Guánica Municipality,Puerto Rico,"19,427",Yauco metropolitan area
Guayama Municipality,Puerto Rico,"45,362",Guayama metropolitan area
Guayanilla Municipality,Puerto Rico,"21,581",Yauco metropolitan area
Guaynabo Municipality,Puerto Rico,"97,924",San Juan–Caguas–Guaynabo metropolitan area
Gurabo Municipality,Puerto Rico,"45,369",San Juan–Caguas–Guaynabo metropolitan area
Hatillo Municipality,Puerto Rico,"41,953",San Juan–Caguas–Guaynabo metropolitan area
Hormigueros Municipality,Puerto Rico,"17,250",Mayagüez metropolitan area
Humacao Municipality,Puerto Rico,"58,466",San Juan–Caguas–Guaynabo metropolitan area
Isabela Municipality,Puerto Rico,"45,631",Aguadilla–Isabela–San Sebastián metropolitan area
Jayuya Municipality,Puerto Rico,"16,642",
Juana Díaz Municipality,Puerto Rico,"79,897",Ponce metropolitan area
Juncos Municipality,Puerto Rico,"40,290",San Juan–Caguas–Guaynabo metropolitan area
Lajas Municipality,Puerto Rico,"25,753",San Germán–Cabo Rojo metropolitan area
Lares Municipality,Puerto Rico,"30,753",Aguadilla–Isabela–San Sebastián metropolitan area
Las Marías Municipality,Puerto Rico,"9,881",
Las Piedras Municipality,Puerto Rico,"38,675",San Juan–Caguas–Guaynabo metropolitan area
Loíza Municipality,Puerto Rico,"30,060",San Juan–Caguas–Guaynabo metropolitan area
Luquillo Municipality,Puerto Rico,"20,068",Fajardo metropolitan area
Manatí Municipality,Puerto Rico,"44,113",San Juan–Caguas–Guaynabo metropolitan area
Maricao Municipality,Puerto Rico,"6,276",
Maunabo Municipality,Puerto Rico,"12,225",San Juan–Caguas–Guaynabo metropolitan area
Mayagüez Municipality,Puerto Rico,"89,080",Mayagüez metropolitan area
Moca Municipality,Puerto Rico,"40,109",Aguadilla–Isabela–San Sebastián metropolitan area
Morovis Municipality,Puerto Rico,"32,610",San Juan–Caguas–Guaynabo metropolitan area
Naguabo Municipality,Puerto Rico,"26,720",San Juan–Caguas–Guaynabo metropolitan area
Naranjito Municipality,Puerto Rico,"30,402",San Juan–Caguas–Guaynabo metropolitan area
Orocovis Municipality,Puerto Rico,"23,423",San Juan–Caguas–Guaynabo metropolitan area
Patillas Municipality,Puerto Rico,"19,277",Guayama metropolitan area
Peñuelas Municipality,Puerto Rico,"24,282",Yauco metropolitan area
Ponce Municipality,Puerto Rico,"166,327",Ponce metropolitan area
Quebradillas Municipality,Puerto Rico,"25,919",San Juan–Caguas–Guaynabo metropolitan area
Rincón Municipality,Puerto Rico,"15,200",Aguadilla–Isabela–San Sebastián metropolitan area
Río Grande Municipality,Puerto Rico,"54,304",San Juan–Caguas–Guaynabo metropolitan area
Sabana Grande Municipality,Puerto Rico,"25,265",San Germán–Cabo Rojo metropolitan area
Salinas Municipality,Puerto Rico,"31,078",
San Germán Municipality,Puerto Rico,"35,527",San Germán–Cabo Rojo metropolitan area
San Juan Municipality,Puerto Rico,"395,326",San Juan–Caguas–Guaynabo metropolitan area
San Lorenzo Municipality,Puerto Rico,"41,058",San Juan–Caguas–Guaynabo metropolitan area
San Sebastián Municipality,Puerto Rico,"42,430",Aguadilla–Isabela–San Sebastián metropolitan area
Santa Isabel Municipality,Puerto Rico,"23,274",
Toa Alta Municipality,Puerto Rico,"74,066",San Juan–Caguas–Guaynabo metropolitan area
Toa Baja Municipality,Puerto Rico,"89,609",San Juan–Caguas–Guaynabo metropolitan area
Trujillo Alto Municipality,Puerto Rico,"74,842",San Juan–Caguas–Guaynabo metropolitan area
Utuado Municipality,Puerto Rico,"33,149",
Vega Alta Municipality,Puerto Rico,"39,951",San Juan–Caguas–Guaynabo metropolitan area
Vega Baja Municipality,Puerto Rico,"59,662",San Juan–Caguas–Guaynabo metropolitan area
Vieques Municipality,Puerto Rico,"9,301",
Villalba Municipality,Puerto Rico,"26,073",Ponce metropolitan area
Yabucoa Municipality,Puerto Rico,"37,941",San Juan–Caguas–Guaynabo metropolitan area
Yauco Municipality,Puerto Rico,"42,043",Yauco metropolitan area
Bristol[n],Rhode Island,"48,479","Providence-Warwick, RI-MA Metropolitan Statistical Area"
